,ind,max_valorX,max_valorY,max_valorZ,media,formula,Ehull,HF,Gap,Energy,natoms,nspecies,thickness,uc_area,average_atomic_number,average_valence_number,average_electronegativity
3488,3696,3.3099999999999454,3.3099999999999454,3.3099999999999454,3.3099999999999454,PbBi2Te4,0.0,-0.285,0.117,-27.919,7,3,11.389,17.366,65.14285714285714,15.428571428571429,2.11
3489,3697,0.7524999999999977,1.1175000000000068,1.6899999999999977,1.1866666666666674,VClOH,0.181,-1.179,0.0,-23.475,4,4,3.347,10.313,12.25,4.75,2.6075
3490,3698,1.160000000000025,1.1675000000000182,1.160000000000025,1.1625000000000227,IMnClO,0.196,-0.824,0.0,-21.402,4,4,3.991,13.894,25.75,9.25,2.7025
3491,3699,0.347500000000025,0.1775000000000091,0.14249999999998408,0.22250000000000605,TeFeCoSe,0.118,-0.123,0.0,-24.45,4,4,3.661,12.213,34.75,12.25,2.09
3492,3700,1.9700000000000273,1.9700000000000273,1.9700000000000273,1.9700000000000273,PbSb2Se4,0.008,-0.347,0.424,-28.928,7,3,10.532,14.887,45.714285714285715,15.428571428571429,2.3757142857142854
3493,3701,2.1175000000000637,2.1175000000000637,2.1175000000000637,2.1175000000000637,PbSb2Te4,0.011,-0.199,0.302,-26.782,7,3,11.248,16.69,56.0,15.428571428571429,2.1185714285714288
3494,3702,0.017499999999984084,0.017499999999984084,0.017499999999984084,0.017499999999984084,CrOFH,0.187,-1.558,0.436,-25.675,4,4,2.981,10.0,10.5,5.0,2.8200000000000003
3495,3703,0.02250000000003638,0.02250000000003638,0.02250000000003638,0.02250000000003638,NiOFH,0.023,-1.182,1.274,-22.011,4,4,2.955,8.545,11.5,6.0,2.8825000000000003
3496,3704,1.3474999999999682,1.3474999999999682,1.3474999999999682,1.3474999999999682,PdTe4Al2,0.09,-0.367,0.0,-26.686,7,3,10.517,15.052,40.0,11.428571428571429,1.9742857142857146
3497,3705,4.117500000000007,3.1374999999999886,3.1374999999999886,3.4641666666666615,TeMnGeS,0.169,-0.122,0.0,-22.002,4,4,3.569,14.512,31.25,10.75,2.06
3498,3706,61.9,61.9,61.9,61.9,PdCr2Se4,0.076,-0.42,0.0,-39.512,7,3,8.728,11.79,32.857142857142854,12.285714285714286,2.2457142857142856
3499,3707,1.3624999999999545,1.3624999999999545,1.3624999999999545,1.3624999999999545,PdTe4Cr2,0.051,-0.229,0.0,-37.058,7,3,8.785,14.249,43.142857142857146,12.285714285714286,1.9885714285714289
3500,3708,1.2475000000000023,1.1924999999999955,1.1924999999999955,1.210833333333331,TeMnNiSe,0.054,-0.236,0.0,-24.596,4,4,3.161,14.931,34.75,12.25,2.0275
3501,3709,0.5625,0.5749999999999886,0.5774999999999864,0.5716666666666583,VMnSeS,0.107,-0.564,0.0,-28.056,4,4,3.392,12.488,24.5,8.5,2.0774999999999997
3502,3710,1.1675000000000182,1.1675000000000182,1.1675000000000182,1.1675000000000182,PdGa2Se4,0.036,-0.486,0.0,-26.962,7,3,9.685,13.315,34.857142857142854,14.285714285714286,2.2885714285714287
3503,3711,1.375,1.375,1.375,1.375,PdTe4Ga2,0.038,-0.328,0.0,-24.745,7,3,10.562,15.12,45.142857142857146,14.285714285714286,2.0314285714285716
3504,3712,9.745000000000005,9.745000000000005,9.745000000000005,9.745000000000005,AuAgBr2S,0.066,-0.156,0.0,-13.998,5,4,6.343,13.994,42.4,12.4,2.5940000000000003
3505,3713,0.7000000000000455,0.7000000000000455,0.7000000000000455,0.7000000000000455,PdIn2S4,0.086,-0.44,0.0,-28.74,7,3,9.499,13.347,29.714285714285715,8.571428571428571,2.2971428571428567
3506,3714,1.1924999999999955,1.1924999999999955,1.1924999999999955,1.1924999999999955,PdIn2Se4,0.023,-0.457,0.0,-26.479,7,3,10.119,14.437,40.0,14.285714285714286,2.28
3507,3715,1.4175000000000182,1.4175000000000182,1.4175000000000182,1.4175000000000182,PdIn2Te4,0.028,-0.321,0.0,-24.415,7,3,11.053,16.192,50.285714285714285,14.285714285714286,2.0228571428571427
3508,3716,0.5225000000000364,0.5225000000000364,0.6125000000000682,0.552500000000047,Cu2SO4,0.023,-0.877,2.053,-38.065,7,3,1.798,25.07,15.142857142857142,7.428571428571429,2.8771428571428572
3509,3718,0.37249999999994543,0.36000000000001364,0.5049999999999955,0.4124999999999848,Au2SeO4,0.079,-0.257,0.843,-32.036,7,3,2.074,30.172,32.0,8.857142857142858,3.0557142857142856
3510,3719,0.8450000000000273,0.8550000000000182,0.8450000000000273,0.8483333333333576,AuInI2S,0.092,-0.312,0.99,-14.486,5,4,5.735,20.451,50.0,12.8,2.444
3511,3720,1.7350000000000136,1.7350000000000136,1.7350000000000136,1.7350000000000136,SnTe4As2,0.025,-0.067,0.365,-26.668,7,3,10.71,15.165,46.285714285714285,15.428571428571429,2.1028571428571428
3512,3721,2.3450000000000273,2.3450000000000273,2.3450000000000273,2.3450000000000273,Bi2SnS4,0.011,-0.382,0.292,-32.389,7,3,10.038,14.363,40.0,9.714285714285714,2.3314285714285714
3513,3722,2.910000000000082,2.910000000000082,2.910000000000082,2.910000000000082,Bi2SnSe4,0.0,-0.405,0.156,-30.169,7,3,10.563,15.339,50.285714285714285,15.428571428571429,2.314285714285714
3514,3723,3.292500000000018,3.292500000000018,3.292500000000018,3.292500000000018,Bi2SnTe4,0.0,-0.247,0.014,-27.95,7,3,11.289,17.122,60.57142857142857,15.428571428571429,2.0571428571428574
3515,3724,1.0625,1.17999999999995,1.1200000000000045,1.1208333333333182,VBrO2H,0.069,-1.532,0.473,-31.341,5,4,3.393,12.599,15.0,7.0,2.7339999999999995
3516,3725,1.607500000000016,1.607500000000016,1.607500000000016,1.607500000000016,Zr2IBrN,0.057,-1.328,0.0,-32.864,5,4,6.251,10.997,35.0,9.4,2.2640000000000002
3517,3726,1.9125000000000227,1.9125000000000227,1.9125000000000227,1.9125000000000227,SnSb2Se4,0.0,-0.311,0.368,-28.98,7,3,10.437,14.695,41.142857142857146,15.428571428571429,2.3228571428571425
3518,3727,2.107499999999959,2.107499999999959,2.107499999999959,2.107499999999959,SnSb2Te4,0.002,-0.167,0.387,-26.858,7,3,11.129,16.483,51.42857142857143,15.428571428571429,2.065714285714286
3519,3729,0.8075000000000045,0.8650000000000091,0.8075000000000045,0.8266666666666728,ICu2BrS,0.018,-0.211,0.0,-15.549,5,4,5.666,14.529,32.4,12.4,2.4
3520,3730,2.1125000000000114,1.6449999999999818,1.6449999999999818,1.800833333333325,ISc2BrS,0.0,-1.652,0.0,-24.72,5,4,6.313,12.774,29.2,9.2,2.184
3521,3731,0.3450000000000273,0.3350000000000364,0.3350000000000364,0.3383333333333667,VAl2S4,0.058,-0.981,0.008,-39.181,7,3,8.865,11.835,16.142857142857142,5.0,2.1671428571428573
3522,3732,1.1850000000000591,1.1850000000000591,1.1924999999999955,1.187500000000038,VSe4Al2,0.035,-0.762,0.0,-35.266,7,3,9.468,13.156,26.428571428571427,10.714285714285714,2.15
3523,3733,1.375,1.375,1.375,1.375,Te4VAl2,0.035,-0.374,0.178,-31.438,7,3,10.339,15.381,36.714285714285715,10.714285714285714,1.892857142857143
3524,3734,0.36000000000001364,0.36000000000001364,0.36000000000001364,0.36000000000001364,VGa2S4,0.051,-0.738,0.0,-35.809,7,3,9.012,12.088,21.285714285714285,7.857142857142857,2.224285714285714
3525,3735,1.205000000000041,1.205000000000041,1.205000000000041,1.205000000000041,VGa2Se4,0.048,-0.612,0.0,-32.549,7,3,9.559,13.354,31.571428571428573,13.571428571428571,2.207142857142857
3526,3736,1.392500000000041,1.392500000000041,1.392500000000041,1.392500000000041,Te4VGa2,0.03,-0.322,0.0,-29.401,7,3,10.37,15.445,41.857142857142854,13.571428571428571,1.9500000000000004
3527,3737,0.37999999999999545,0.37999999999999545,0.37999999999999545,0.37999999999999545,In2VS4,0.074,-0.648,0.0,-34.898,7,3,9.53,13.161,26.428571428571427,7.857142857142857,2.2157142857142857
3528,3738,1.2674999999999272,1.2674999999999272,1.2674999999999272,1.2674999999999272,In2VSe4,0.043,-0.568,0.0,-31.957,7,3,10.098,14.398,36.714285714285715,13.571428571428571,2.1985714285714284
3529,3739,1.482499999999959,1.482499999999959,1.482499999999959,1.482499999999959,In2Te4V,0.024,-0.314,0.152,-29.069,7,3,10.919,16.507,47.0,13.571428571428571,1.9414285714285715
3530,3740,4.0575000000000045,4.0575000000000045,4.0575000000000045,4.0575000000000045,TaTiCl2C,0.057,-1.195,0.0,-35.273,5,4,5.602,9.395,27.0,5.4,2.382
3531,3742,0.6200000000000045,0.6399999999999864,0.6150000000000091,0.625,WAu2O4,0.192,-1.096,2.962,-45.916,7,3,2.341,46.964,37.714285714285715,7.428571428571429,3.0285714285714285
3532,3743,1.5249999999999773,1.5249999999999773,1.5249999999999773,1.5249999999999773,ISc2SCl,0.0,-1.738,0.0,-25.349,5,4,6.173,12.535,25.6,7.2,2.224
3533,3744,1.625,1.6875,1.625,1.6458333333333333,Bi2YO4,0.127,-1.919,0.0,-47.973,7,3,4.757,16.058,33.857142857142854,8.142857142857142,2.717142857142857
3534,3745,6.127499999999998,6.127499999999998,6.127499999999998,6.127499999999998,ZnAl2S4,0.147,-0.889,0.0,-31.198,7,3,9.186,11.743,17.142857142857142,6.0,2.1700000000000004
3535,3746,5.824999999999932,5.824999999999932,5.824999999999932,5.824999999999932,In2ZnS4,0.07,-0.581,0.019,-27.086,7,3,9.642,13.295,27.428571428571427,8.857142857142858,2.218571428571429
3536,3747,6.925000000000068,6.925000000000068,6.925000000000068,6.925000000000068,In2ZnSe4,0.091,-0.525,0.084,-24.319,7,3,10.111,14.567,37.714285714285715,14.571428571428571,2.2014285714285715
3537,3748,7.17999999999995,7.17999999999995,7.17999999999995,7.17999999999995,In2Te4Zn,0.098,-0.291,0.009,-21.57,7,3,10.917,16.773,48.0,14.571428571428571,1.9442857142857144
3538,3749,1.0274999999999181,0.875,0.8975000000000364,0.9333333333333181,Ba2Bi4O8,0.0,-1.75,2.868,-87.845,14,3,6.507,31.637,36.285714285714285,8.0,2.6699999999999995
3539,3750,1.7825000000000273,1.8700000000000045,1.7699999999999818,1.8075000000000045,Ba2Bi4S8,0.061,-0.811,1.436,-66.336,14,3,7.961,45.32,40.857142857142854,8.0,2.1785714285714284
3540,3751,7.139999999999986,7.139999999999986,7.139999999999986,7.139999999999986,ZnGeBr2S,0.08,-0.616,1.78,-16.029,5,4,6.054,14.89,29.6,13.2,2.432
3541,3752,1.009999999999991,1.0325000000000273,1.4425000000001091,1.161666666666709,Ba2Sb4O8,0.0,-1.9,3.414,-88.873,14,3,6.332,31.171,27.142857142857142,8.0,2.6785714285714284
3542,3753,1.9850000000001273,1.9850000000001273,1.9850000000001273,1.9850000000001273,Bi4Ca2O8,0.0,-1.757,2.568,-88.307,14,3,6.422,26.394,31.142857142857142,8.0,2.685714285714286
3543,3754,0.8775000000000546,0.8775000000000546,0.9325000000001182,0.8958333333334091,Ca2Cl4O8,0.181,-0.861,2.819,-64.215,14,3,4.262,33.805,12.285714285714286,5.714285714285714,3.011428571428571
3544,3755,0.8149999999998272,0.7925000000000182,0.7549999999998818,0.787499999999909,Sb4Ca2O8,0.0,-1.926,3.004,-89.606,14,3,6.093,25.602,22.0,8.0,2.6942857142857144
3545,3756,61.9,61.9,61.9,61.9,Nb4Ge2Se8,0.009,-0.776,0.287,-89.059,14,3,3.434,48.108,35.714285714285715,12.571428571428571,2.2014285714285715
3546,3757,2.894999999999982,2.365000000000009,2.615000000000009,2.625,Nb4Te8Ge2,0.002,-0.5,0.416,-82.982,14,3,3.784,52.02,46.0,12.571428571428571,1.9442857142857144
3547,3758,61.9,61.9,61.9,61.9,Ta4Ge2Se8,0.028,-0.697,0.176,-85.912,14,3,3.444,48.185,44.857142857142854,12.571428571428571,2.1728571428571426
3548,3759,61.9,61.9,61.9,61.9,Ta4Te8Ge2,0.0,-0.404,0.311,-79.588,14,3,3.799,51.943,55.142857142857146,12.571428571428571,1.9157142857142857
3549,3760,0.1950000000001637,0.39000000000010004,0.20500000000015461,0.2633333333334728,Hg2I8Na4,0.043,-0.85,1.968,-30.731,14,3,5.354,73.978,44.857142857142854,11.714285714285714,2.0714285714285716
3550,3761,1.6449999999999818,1.6449999999999818,1.6449999999999818,1.6449999999999818,Mo2Cd4O8,0.037,-1.505,1.649,-88.18,14,3,4.883,39.817,24.285714285714285,7.714285714285714,2.757142857142857
3551,3762,2.5399999999999636,1.7549999999999955,1.9399999999999409,2.0783333333333,Se2Al2P2S4,0.066,-0.529,2.236,-46.772,10,4,3.273,38.153,18.8,7.2,2.302
3552,3763,0.24749999999994543,0.25,0.2300000000000182,0.24249999999998786,Hg4Mo2O8,0.045,-1.311,2.278,-85.291,14,3,4.556,40.02,33.42857142857143,7.714285714285714,2.845714285714286
3553,3764,0.15249999999991815,0.18250000000011823,0.21749999999997272,0.1841666666666697,Nb4Si2S8,0.07,-0.93,0.343,-97.755,14,3,3.159,44.227,22.857142857142858,5.428571428571429,2.202857142857143
3554,3765,0.5075000000001637,0.5225000000000364,0.5575000000001182,0.5291666666667728,Nb4Se8Si2,0.0,-0.825,0.446,-91.51,14,3,3.415,46.671,33.142857142857146,11.142857142857142,2.1857142857142855
3555,3766,0.48499999999989996,0.5125000000000455,0.5450000000000728,0.5141666666666728,Nb4Te8Si2,0.002,-0.518,0.521,-84.996,14,3,3.768,50.676,43.42857142857143,11.142857142857142,1.9285714285714288
3556,3767,0.1875,0.13249999999993634,0.32999999999992724,0.21666666666662118,Ta4Si2S8,0.1,-0.861,0.295,-94.74,14,3,3.175,44.248,32.0,5.428571428571429,2.1742857142857144
3557,3768,0.4500000000000455,0.4350000000001728,0.7100000000000364,0.5316666666667516,Ta4Se8Si2,0.017,-0.745,0.38,-88.36,14,3,3.436,46.586,42.285714285714285,11.142857142857142,2.157142857142857
3558,3769,61.9,61.9,61.9,61.9,Ta4Te8Si2,0.0,-0.425,0.439,-81.657,14,3,3.793,50.467,52.57142857142857,11.142857142857142,1.9000000000000001
3559,3770,1.0249999999999773,1.0249999999999773,1.0249999999999773,1.0249999999999773,Mn2As2Se4Br2,0.097,-0.32,0.0,-49.058,10,4,4.27,43.153,32.2,14.2,2.3579999999999997
3560,3771,1.4174999999997908,1.4174999999997908,1.4199999999998454,1.4183333333331423,Nb4Sn2Se8,0.08,-0.69,0.013,-86.946,14,3,3.426,51.718,38.285714285714285,12.571428571428571,2.1942857142857144
3561,3772,1.5574999999998909,1.5574999999998909,1.5950000000000273,1.5699999999999363,Nb4Sn2Te8,0.0,-0.461,0.296,-81.508,14,3,3.772,55.51,48.57142857142857,12.571428571428571,1.9371428571428573
3562,3773,1.912499999999909,1.9149999999999636,1.912499999999909,1.9133333333332605,Ta4Sn2Te8,0.004,-0.352,0.248,-77.943,14,3,3.781,55.509,57.714285714285715,12.571428571428571,1.9085714285714286
3563,3774,0.7024999999998727,0.5924999999999727,0.6024999999999636,0.6324999999999363,Bi4Sr2O8,0.0,-1.766,2.704,-87.759,14,3,6.448,28.56,33.714285714285715,8.0,2.6785714285714284
3564,3775,11.922500000000014,1.1749999999999545,3.0699999999999363,5.389166666666635,Bi4Sr2S8,0.073,-0.808,0.456,-65.988,14,3,8.852,31.802,38.285714285714285,8.0,2.1871428571428573
3565,3776,0.44000000000005457,0.44000000000005457,0.712500000000091,0.5308333333334,Sr2I4O8,0.0,-0.909,1.64,-62.977,14,3,4.975,39.337,25.142857142857142,8.571428571428571,2.8614285714285717
3566,3777,0.9725000000000819,0.8599999999999,0.837500000000091,0.8900000000000242,Sr2Sb4O8,0.0,-1.927,3.237,-88.943,14,3,6.158,28.0,24.571428571428573,8.0,2.687142857142857
3567,3778,1.6174999999998363,1.6174999999998363,2.057499999999891,1.7641666666665212,W2Cd4O8,0.055,-1.606,2.469,-90.154,14,3,4.488,39.316,28.857142857142858,7.714285714285714,2.7857142857142856
3568,3779,0.17000000000007276,0.21250000000009095,0.30750000000011823,0.230000000000094,W2Hg4O8,0.011,-1.429,2.506,-87.518,14,3,4.464,37.943,38.0,7.714285714285714,2.874285714285714
3569,3780,1.7325000000000728,2.0750000000000455,1.6100000000001273,1.8058333333334151,Zn2As4O8,0.0,-1.312,3.605,-80.38,14,3,5.951,23.779,18.285714285714285,9.428571428571429,2.8242857142857143
3570,3781,5.247499999999945,5.247499999999945,5.247499999999945,5.247499999999945,Zn2As4S8,0.076,-0.261,1.653,-57.301,14,3,7.928,31.572,22.857142857142858,9.428571428571429,2.3328571428571427
3571,3782,6.087499999999864,6.087499999999864,6.087499999999864,6.087499999999864,Zn2P4S8,0.092,-0.261,1.891,-60.111,14,3,7.708,30.896,17.714285714285715,6.571428571428571,2.335714285714286
3572,3783,1.962500000000091,2.855000000000018,1.5325000000000273,2.116666666666712,Sb4Zn2O8,0.028,-1.363,2.81,-80.075,14,3,6.104,24.466,23.428571428571427,9.428571428571429,2.787142857142857
3573,3784,0.30750000000000455,0.30750000000000455,0.30750000000000455,0.30750000000000455,K2MgS10H4,0.092,-0.395,2.059,-64.855,17,4,7.042,50.752,12.588235294117647,4.0,2.2088235294117644
3574,3785,8.034999999999968,8.034999999999968,8.034999999999968,8.034999999999968,Bi2Cd2Br2O4,0.004,-1.111,2.445,-45.977,10,4,6.447,32.386,36.4,11.2,2.71
3575,3786,0.2725000000000364,0.27750000000003183,0.4075000000000273,0.3191666666666985,Na2MgS10H4,0.089,-0.366,2.297,-64.528,17,4,6.982,46.24,11.647058823529411,4.0,2.221764705882353
3576,3787,1.5450000000000728,1.6399999999998727,1.5850000000000364,1.5899999999999939,Hg2Bi2Br2O4,0.018,-0.849,2.395,-43.276,10,4,6.628,33.383,42.8,11.2,2.772
3577,3788,0.14750000000003638,0.14750000000003638,0.14750000000003638,0.14750000000003638,As2BeO4F4,0.0,-1.904,4.144,-60.819,11,4,6.116,25.367,12.545454545454545,7.636363636363637,3.2372727272727273
3578,3789,8.237499999999955,8.237499999999955,8.237499999999955,8.237499999999955,Bi2Cd2Cl2O4,0.027,-1.168,2.845,-46.954,10,4,6.04,32.411,32.8,9.2,2.75
3579,3790,1.602500000000191,1.602500000000191,1.602500000000191,1.602500000000191,Bi2Cd2O4F2,0.039,-1.495,2.816,-49.821,10,4,4.729,32.429,31.2,9.2,2.914
3580,3791,1.5174999999999272,1.5174999999999272,1.5174999999999272,1.5174999999999272,P2S4BeF4,0.08,-1.465,3.923,-53.211,11,4,5.997,32.37,12.181818181818182,5.818181818181818,2.9263636363636363
3581,3792,8.477499999999964,8.477499999999964,8.477499999999964,8.477499999999964,Bi2Cd2I2O4,0.0,-1.029,1.597,-44.949,10,4,6.985,32.37,40.0,11.2,2.65
3582,3793,1.9774999999999636,1.9774999999999636,1.9774999999999636,1.9774999999999636,Hg2Bi2Cl2O4,0.026,-0.897,2.556,-44.158,10,4,6.194,33.496,39.2,9.2,2.812
3583,3794,1.2974999999999,1.2974999999999,1.4774999999999636,1.357499999999921,PdNi2Br4Cl4,0.029,-0.423,0.322,-36.446,11,4,3.017,45.512,28.181818181818183,11.454545454545455,2.772727272727273
3584,3795,1.2474999999999454,1.25,1.2474999999999454,1.2483333333332969,VMn2Br4O4,0.074,-1.294,0.652,-69.026,11,4,5.974,30.31,22.272727272727273,10.090909090909092,2.7572727272727273
3585,3796,0.7000000000000455,0.5249999999998636,0.5249999999998636,0.5833333333332575,CoS4C4N2H8,0.091,-0.157,0.0,-107.694,19,5,3.2,44.519,7.2105263157894735,3.526315789473684,2.4252631578947366
3586,3797,0.5525000000000091,0.5525000000000091,0.5525000000000091,0.5525000000000091,NiC4N2O4H8,0.135,-0.557,1.326,-118.513,19,5,2.712,40.737,5.578947368421052,3.5789473684210527,2.607894736842105
3587,3798,7.805000000000064,7.805000000000064,7.805000000000064,7.805000000000064,Pd4Se2Br5Cl,0.075,-0.316,0.0,-35.751,12,4,3.539,52.946,37.0,13.666666666666666,2.6550000000000002
3588,3799,1.6175000000000637,1.6175000000000637,1.6175000000000637,1.6175000000000637,Hg2Bi2O4F2,0.085,-1.176,2.221,-46.549,10,4,4.877,33.175,37.6,9.2,2.976
3589,3800,1.2950000000000728,1.3824999999999363,1.3324999999999818,1.3366666666666636,Hg2Bi2I2O4,0.012,-0.787,1.68,-42.44,10,4,7.185,33.299,46.4,11.2,2.7119999999999997
3590,3801,7.75750000000005,7.75750000000005,7.75750000000005,7.75750000000005,Cd2Sb2Br2O4,0.018,-1.146,2.365,-45.795,10,4,6.701,30.586,30.0,11.2,2.7159999999999997
3591,3802,1.2074999999999818,1.2074999999999818,1.2074999999999818,1.2074999999999818,Sb2Mn2Br2S4,0.096,-0.419,0.37,-51.913,10,4,4.177,41.92,28.6,10.2,2.344
3592,3803,0.8500000000000227,0.9674999999999727,0.7775000000000318,0.8650000000000091,Sb2Mn2Br2S4,0.102,-0.412,0.124,-51.849,10,4,4.186,40.48,28.6,10.2,2.344
3593,3804,0.9375,0.9375,0.9375,0.9375,Sb2Mn2Se4Br2,0.087,-0.376,0.265,-49.105,10,4,4.039,45.055,35.8,14.2,2.332
3594,3805,0.5650000000000546,0.8250000000000455,0.6150000000000091,0.6683333333333698,Sb2Mn2Se4Br2,0.088,-0.375,0.083,-49.095,10,4,4.067,44.157,35.8,14.2,2.332
3595,3806,7.587500000000091,7.587500000000091,7.587500000000091,7.587500000000091,Cd2Sb2Cl2O4,0.035,-1.201,2.882,-46.742,10,4,6.27,30.627,26.4,9.2,2.7560000000000002
3596,3807,1.6049999999997908,1.6049999999997908,1.6049999999997908,1.6049999999997908,Cd2Sb2O4F2,0.072,-1.517,2.459,-49.512,10,4,4.708,30.782,24.8,9.2,2.92
3597,3808,0.5200000000000955,1.2200000000000273,1.0600000000000591,0.933333333333394,Sb2Mn2S4Cl2,0.084,-0.496,0.355,-53.088,10,4,3.821,41.397,25.0,8.2,2.384
3598,3809,0.6024999999999636,1.1849999999999454,0.8075000000000045,0.8649999999999712,Sb2Mn2S4Cl2,0.086,-0.494,0.209,-53.064,10,4,4.051,40.246,25.0,8.2,2.384
3599,3810,2.375,2.074999999999818,2.074999999999818,2.1749999999998786,Cr2Cl4C16N8H16,0.137,-0.185,0.0,-302.013,46,5,4.665,97.518,6.173913043478261,3.4782608695652173,2.5278260869565217
3600,3811,0.5550000000000637,0.5600000000000591,0.5175000000000409,0.5441666666667212,Ni5Br2Al,0.16,-0.291,0.0,-45.47,8,3,6.813,13.218,27.875,10.875,2.135
3601,3812,0.49500000000000455,0.6525000000000318,0.4149999999999636,0.5208333333333334,I2Ni5Al,0.095,-0.208,0.0,-44.592,8,3,6.868,14.116,32.375,10.875,2.06
3602,3813,1.4724999999999682,0.7749999999999773,0.7749999999999773,1.0074999999999743,Ga2BrCl5,0.022,-1.038,3.333,-24.618,8,3,2.903,33.566,22.75,9.75,2.7975000000000003
3603,3814,61.9,61.9,61.9,61.9,Hf2I5Br,0.041,-0.91,0.326,-31.269,8,3,4.06,42.178,55.5,13.75,2.3575
3604,3815,1.9574999999999818,1.9624999999999773,1.9700000000000273,1.9633333333333287,Zr2Br5Cl,0.098,-1.398,0.371,-35.698,8,3,3.811,37.167,34.0,12.5,2.5775
3605,3816,0.5375000000000227,0.5550000000000637,0.48500000000001364,0.5258333333333667,Ni5GaBr2,0.125,-0.208,0.0,-43.975,8,3,6.796,13.38,30.125,12.125,2.16
3606,3817,2.769999999999982,3.0625,3.082499999999982,2.9716666666666547,Co2S4F2,0.07,-0.754,0.013,-41.973,8,3,6.63,14.698,17.0,7.0,2.755
3607,3818,0.5149999999999864,0.8274999999999864,0.49249999999995,0.6116666666666409,Sb2I2Mn2Se4,0.116,-0.266,0.054,-47.79,10,4,4.254,44.718,39.4,14.2,2.272
3608,3819,0.8275000000001,0.8250000000000455,0.8200000000001637,0.8241666666667697,Ni5GaCl2,0.143,-0.275,0.0,-44.91,8,3,6.556,12.99,25.625,9.625,2.21
3609,3820,0.8575000000000728,0.787499999999909,0.7950000000000728,0.8133333333333516,Nb2Co4Se2S2,0.065,-0.561,0.0,-74.303,10,4,4.833,21.565,29.0,9.0,2.098
3610,3821,0.8300000000001546,0.7174999999999727,0.7425000000000637,0.763333333333397,Nb2Ni4Se2S2,0.038,-0.601,0.0,-70.77,10,4,4.61,22.521,29.4,9.4,2.1100000000000003
3611,3822,1.3399999999999181,0.9500000000000455,1.0074999999999363,1.0991666666666333,Nb2Te2Co4S2,0.017,-0.517,0.0,-73.3,10,4,5.304,21.923,32.6,9.0,2.008
3612,3823,1.1925000000001091,0.8675000000000637,0.900000000000091,0.9866666666667546,Nb2Te2Ni4S2,0.013,-0.559,0.0,-69.801,10,4,5.118,22.816,33.0,9.4,2.02
3613,3824,0.8975000000000364,0.43250000000011823,0.5175000000001546,0.6158333333334364,Nb2Te2Co4Se2,0.0,-0.449,0.0,-71.436,10,4,5.239,22.307,36.2,11.0,2.002
3614,3825,0.7374999999999545,0.3450000000000273,0.41000000000008185,0.4975000000000212,Nb2Te2Ni4Se2,0.0,-0.503,0.0,-68.049,10,4,5.076,23.011,36.6,11.4,2.0140000000000002
3615,3826,0.4699999999999136,0.599999999999909,0.38999999999998636,0.486666666666603,I2Ni5Ga,0.089,-0.133,0.0,-43.157,8,3,6.822,14.335,34.625,12.125,2.085
3616,3827,0.8675000000000637,0.7925000000000182,0.7975000000001273,0.8191666666667364,Ta2Co4Se2S2,0.019,-0.58,0.0,-73.466,10,4,4.914,21.368,35.4,9.0,2.0780000000000003
3617,3828,1.6949999999999363,1.6949999999999363,1.6949999999999363,1.6949999999999363,Te2Fe5Ge,0.051,-0.067,0.0,-56.673,8,3,6.709,13.925,33.25,10.75,1.9200000000000002
3618,3829,1.3799999999999955,1.3799999999999955,1.3799999999999955,1.3799999999999955,Pd2ICl5,0.058,-0.368,0.223,-20.989,8,3,2.997,35.732,28.75,9.0,2.8575
3619,3830,0.8224999999999909,0.7200000000000273,0.7400000000000091,0.7608333333333425,Ta2Ni4Se2S2,0.022,-0.606,0.0,-69.806,10,4,4.705,22.266,35.8,9.4,2.09
3620,3831,1.4300000000000637,1.0050000000001091,1.0725000000002183,1.169166666666797,Ta2Te2Co4S2,0.0,-0.536,0.0,-72.477,10,4,5.374,21.707,39.0,9.0,1.988
3621,3832,1.052500000000009,1.052500000000009,1.052500000000009,1.052500000000009,Pd5InBr2,0.033,-0.35,0.0,-27.829,8,3,7.247,16.786,43.625,12.125,2.3375
3622,3833,0.9400000000000546,0.43250000000011823,0.525000000000091,0.6325000000000879,Ta2Te2Co4Se2,0.0,-0.465,0.0,-70.572,10,4,5.308,22.088,42.6,11.0,1.982
3623,3834,0.8049999999998363,0.3624999999999545,0.4500000000000455,0.5391666666666121,Ta2Te2Ni4Se2,0.0,-0.507,0.0,-67.063,10,4,5.165,22.737,43.0,11.4,1.9939999999999998
3624,3835,6.1375000000000455,6.1375000000000455,10.072499999999991,7.449166666666694,Ba4As4S8Cl4,0.013,-1.268,2.068,-91.081,20,4,10.69,44.98,27.6,7.2,2.278
3625,3836,11.387500000000045,12.402499999999918,11.387500000000045,11.725833333333336,Ba4As4Se8Cl4,0.048,-1.239,1.624,-85.755,20,4,11.115,46.406,34.8,11.2,2.266
3626,3837,8.622499999999945,8.622499999999945,8.622499999999945,8.622499999999945,Ba4Te8As4Cl4,0.067,-1.089,0.926,-80.52,20,4,11.966,48.909,42.0,11.2,2.086
3627,3838,1.2150000000001455,0.5099999999999909,0.837500000000091,0.8541666666667425,Ba4As4S8F4,0.0,-1.758,2.095,-100.1,20,4,10.423,37.829,26.0,7.2,2.442
3628,3839,1.1600000000000819,1.2074999999999818,0.915000000000191,1.0941666666667516,Ba4As4Se8F4,0.005,-1.703,1.546,-94.244,20,4,11.166,39.32,33.2,11.2,2.43
